planet_name,planet_type,host_star_name,star_id,spectral_type,mass_multiplier,mass_wrt,orbital_period_days,radius_wrt,radius_multiplier,distance,discovery_year,planet_id
K2-5 b,Super Earth,K2-5,1652,K7.5 V,4.31,Earth,5.73594,Earth,1.91,662.0,2015,1683
HD 4308 b,Neptune-like,HD 4308,3781,G5V,15.8915,Earth,15.56,Jupiter,0.368,72.0,2005,1684
HD 109833 c,Neptune-like,HD 109833,2534,,7.22,Earth,13.900148,Jupiter,0.231,260.0,2022,1685
HIP 41378 c,Neptune-like,HIP 41378,3859,F6,7.08,Earth,31.70648,Jupiter,0.228,347.0,2016,1686
K2-9 b,Neptune-like,K2-9,3833,M2.5 V,5.69,Earth,18.4498,Jupiter,0.201,271.0,2015,1687
Kepler-253 b,Super Earth,Kepler-253,3311,,3.29,Earth,3.783986,Earth,1.63,2735.0,2014,1688
K2-358 b,Neptune-like,K2-358,3321,,7.65,Earth,11.2510285,Jupiter,0.239,1567.0,2021,1689
TOI-2421 b,Gas Giant,TOI-2421,2158,,0.333,Jupiter,4.3474032,Jupiter,0.925,1070.0,2022,1690
Kepler-171 d,Super Earth,Kepler-171,2410,,4.23,Earth,39.595519,Earth,1.89,2818.0,2014,1691
TOI-201 b,Gas Giant,TOI-201,2118,F6 V,0.42,Jupiter,52.97818,Jupiter,1.008,371.0,2021,1692
Kepler-1526 b,Neptune-like,Kepler-1526,543,,6.48,Earth,3.908632,Jupiter,0.217,1812.0,2016,1693
Kepler-1201 b,Neptune-like,Kepler-1201,3457,,5.86,Earth,15.18725932,Jupiter,0.204,3080.0,2016,1694
TOI-2046 b,Gas Giant,TOI-2046,967,F8 V,2.3,Jupiter,1.4971842,Jupiter,1.44,945.0,2022,1695
HIP 91258 b,Gas Giant,HIP 91258,98,G5 V,1.09,Jupiter,5.0505,Jupiter,1.23,150.0,2013,1696
Kepler-221 d,Neptune-like,Kepler-221,1568,,7.9,Earth,10.04156,Jupiter,0.244,1257.0,2014,1697
Kepler-143 b,Neptune-like,Kepler-143,2986,,6.39,Earth,16.007583,Jupiter,0.215,2640.0,2014,1698
TOI-558 b,Gas Giant,TOI-558,3235,F V,3.61,Jupiter,14.574071,Jupiter,1.086,1313.0,2021,1699
HD 191939 b,Neptune-like,HD 191939,1333,,10.0,Earth,8.8803256,Jupiter,0.304,175.0,2020,1700
Pr0211 b,Gas Giant,Pr0211,2658,,1.88,Jupiter,2.1461,Jupiter,1.2,596.0,2012,1701
K2-239 c,Terrestrial,K2-239,2720,M3.0 V,0.972,Earth,7.775,Earth,1.0,101.0,2018,1702
Kepler-1944 b,Neptune-like,Kepler-1944,3145,,8.05,Earth,9.84257984,Jupiter,0.246,3511.0,2021,1703
Kepler-211 b,Super Earth,Kepler-211,1192,,2.13,Earth,4.138575,Earth,1.26,1009.0,2014,1704
Kepler-1377 b,Super Earth,Kepler-1377,2268,,2.1,Earth,0.74092842,Earth,1.25,3739.0,2016,1705
Kepler-68 c,Super Earth,Kepler-68,535,,2.04,Earth,9.605027,Earth,0.92,470.0,2013,1706
HIP 8541 b,Gas Giant,HIP 8541,2838,K2 III/ IV,8.24857,Jupiter,1852.14387,Jupiter,1.12,506.0,2016,1707
Kepler-1181 b,Super Earth,Kepler-1181,1091,,3.09,Earth,4.89337519,Earth,1.57,3061.0,2016,1708
K2-381 d,Super Earth,K2-381,3216,,3.5,Earth,26.803023,Earth,1.689,475.0,2022,1709
HD 154857 c,Gas Giant,HD 154857,2759,G5 V,2.58,Jupiter,3452.0,Jupiter,1.18,207.0,2014,1710
K2-38 b,Super Earth,K2-38,1050,G2 V,7.3,Earth,4.01593,Earth,1.54,629.0,2016,1711
HATS-37 A b,Neptune-like,HATS-37 A,712,,31.46517,Earth,4.3315366,Jupiter,0.606,691.0,2020,1712
Kepler-1347 b,Super Earth,Kepler-1347,3471,,1.08,Earth,14.00947528,Earth,1.03,1047.0,2016,1713
TOI-1899 b,Gas Giant,TOI-1899,2369,M0,0.66,Jupiter,29.090312,Jupiter,1.15,419.0,2020,1714
K2-167 b,Neptune-like,K2-167,3596,,5.75,Earth,9.978541,Jupiter,0.202,264.0,2018,1715
NGTS-21 b,Gas Giant,NGTS-21,2780,K3 V,2.36,Jupiter,1.5433897,Jupiter,1.33,1934.0,2022,1716
Kepler-1151 b,Neptune-like,Kepler-1151,1533,,5.56,Earth,65.6478424,Earth,2.22,2226.0,2016,1717
GJ 504 b,Gas Giant,GJ 504,3823,G0 V,4.0,Jupiter,,Jupiter,1.16,57.0,2013,1718
K2-176 b,Super Earth,K2-176,2448,,2.83,Earth,5.329439,Earth,1.491,807.0,2018,1719
Kepler-1048 b,Super Earth,Kepler-1048,2918,,3.22,Earth,6.92101021,Earth,1.61,1814.0,2016,1720
Kepler-1539 b,Neptune-like,Kepler-1539,3711,,7.75,Earth,133.3036741,Jupiter,0.241,2441.0,2016,1721
Kepler-1371 c,Terrestrial,Kepler-1371,3027,,0.196,Earth,2.00541269,Earth,0.64,1681.0,2016,1722
Kepler-261 c,Super Earth,Kepler-261,840,,4.66,Earth,24.570858,Earth,2.0,1036.0,2014,1723
Kepler-782 b,Neptune-like,Kepler-782,2077,,10.4,Earth,158.6853308,Jupiter,0.286,1458.0,2016,1724
Kepler-225 c,Super Earth,Kepler-225,2359,M1 V,4.04,Earth,18.794234,Earth,1.84,1830.0,2014,1725
Kepler-1311 b,Super Earth,Kepler-1311,434,,2.07,Earth,11.1726994,Earth,1.24,2826.0,2016,1726
Kepler-1414 b,Super Earth,Kepler-1414,610,,2.04,Earth,3.51576315,Earth,1.23,1862.0,2016,1727
Kepler-212 b,Super Earth,Kepler-212,793,,1.32,Earth,16.257582,Earth,1.09,2242.0,2014,1728
GJ 9827 d,Neptune-like,GJ 9827,3251,K7 V,4.04,Earth,6.20183,Earth,2.022,97.0,2017,1729
HD 5319 c,Gas Giant,HD 5319,3685,G5,1.053,Jupiter,872.2,Jupiter,1.23,396.0,2014,1730
TIC 172900988 b,Gas Giant,TIC 172900988 Aa,283,F9,2.96386,Jupiter,200.452,Jupiter,1.004,819.0,2021,1731
HD 164922 b,Gas Giant,HD 164922,2835,G9 V,0.36497,Jupiter,1207.0,Jupiter,1.19,72.0,2005,1732
GJ 581 e,Super Earth,GJ 581,1720,M3 V,1.7,Earth,3.149,Earth,1.17,21.0,2009,1733
Kepler-1752 b,Neptune-like,Kepler-1752,3243,,18.7,Earth,56.35850143,Jupiter,0.405,3141.0,2021,1734
Kepler-1719 b,Neptune-like,Kepler-1719,890,,14.8,Earth,6.14955998,Jupiter,0.352,2953.0,2021,1735
Kepler-1492 b,Super Earth,Kepler-1492,445,,2.83,Earth,16.75255007,Earth,1.49,1082.0,2016,1736
Kepler-1390 b,Super Earth,Kepler-1390,468,,1.76,Earth,6.48021673,Earth,1.18,2360.0,2016,1737
HD 75898 b,Gas Giant,HD 75898,3140,F8 V,2.71,Jupiter,422.82,Jupiter,1.18,255.0,2007,1738
CoRoT-8 b,Gas Giant,CoRoT-8,166,K1 V,0.22,Jupiter,6.21229,Jupiter,0.57,1050.0,2010,1739
Kepler-221 e,Neptune-like,Kepler-221,1568,,7.41,Earth,18.369917,Jupiter,0.235,1257.0,2014,1740
OGLE-2014-BLG-0319L b,Gas Giant,OGLE-2014-BLG-0319L,3551,M,0.57,Jupiter,,Jupiter,1.26,25215.0,2022,1741
HD 207832 c,Gas Giant,HD 207832,32,G5 V,0.73,Jupiter,1155.7,Jupiter,1.25,192.0,2012,1742
K2-39 b,Neptune-like,K2-39,1829,,28.6047,Earth,4.60543,Jupiter,0.56,1003.0,2016,1743
Kepler-32 e,Super Earth,Kepler-32,1432,M1 V,2.86,Earth,2.896,Earth,1.5,1056.0,2012,1744
HD 37124 b,Gas Giant,HD 37124,2050,G4 V,0.675,Jupiter,154.378,Jupiter,1.25,103.0,2002,1745
Kepler-944 b,Neptune-like,Kepler-944,161,,7.41,Earth,43.3167737,Jupiter,0.235,4402.0,2016,1746
HD 141399 e,Gas Giant,HD 141399,1257,K0,0.66,Jupiter,5000.0,Jupiter,1.25,121.0,2014,1747
Kepler-1061 b,Super Earth,Kepler-1061,3367,,4.58,Earth,2.75798267,Earth,1.98,1772.0,2016,1748
Kepler-376 b,Super Earth,Kepler-376,787,,1.24,Earth,4.920199,Earth,1.07,3011.0,2014,1749
KMT-2018-BLG-1976L b,Gas Giant,KMT-2018-BLG-1976L,997,,2.22,Jupiter,,Jupiter,1.19,19050.0,2021,1750
HD 47186 b,Neptune-like,HD 47186,158,G6 V,22.2481,Earth,4.0845,Jupiter,0.448,122.0,2008,1751
Kepler-722 c,Neptune-like,Kepler-722,371,,8.35,Earth,105.144749,Jupiter,0.252,4043.0,2016,1752
K2-367 b,Neptune-like,K2-367,3234,,6.41,Earth,20.645099,Jupiter,0.215,577.0,2022,1753
Kepler-632 b,Neptune-like,Kepler-632,1860,,5.52,Earth,30.99660733,Earth,2.21,1138.0,2016,1754
Kepler-641 b,Super Earth,Kepler-641,2627,,4.08,Earth,9.48961571,Earth,1.85,3164.0,2016,1755
Kepler-534 b,Neptune-like,Kepler-534,388,,5.65,Earth,15.95994513,Jupiter,0.2,1861.0,2016,1756
HD 155358 b,Gas Giant,HD 155358,2151,G0,0.99,Jupiter,194.3,Jupiter,1.23,142.0,2007,1757
Kepler-1236 b,Neptune-like,Kepler-1236,510,,5.22,Earth,31.0571618,Earth,2.14,3261.0,2016,1758
K2-199 c,Neptune-like,K2-199,3916,,12.4,Earth,7.3744897,Jupiter,0.254,351.0,2018,1759
Kepler-707 b,Super Earth,Kepler-707,1771,,2.33,Earth,2.23749275,Earth,1.33,1930.0,2016,1760
K2-61 b,Neptune-like,K2-61,798,,6.71,Earth,2.57302,Jupiter,0.221,1323.0,2016,1761
K2-64 b,Super Earth,K2-64,2649,,4.94,Earth,6.53044,Earth,2.07,1631.0,2016,1762
TOI-813 b,Neptune-like,TOI-813,2281,,36.4,Earth,83.8911,Jupiter,0.599,858.0,2020,1763
Kepler-282 e,Gas Giant,Kepler-282,1813,,0.177,Jupiter,44.347,Jupiter,0.277,4363.0,2013,1764
Kepler-1464 b,Super Earth,Kepler-1464,1164,,3.39,Earth,31.7785901,Earth,1.66,3757.0,2016,1765
Kepler-965 b,Neptune-like,Kepler-965,3463,,11.4,Earth,134.2527298,Jupiter,0.302,1901.0,2016,1766
Kepler-550 b,Neptune-like,Kepler-550,3441,,17.9,Earth,8.60010411,Jupiter,0.394,1735.0,2016,1767
Kepler-789 b,Neptune-like,Kepler-789,534,,5.14,Earth,8.63847725,Earth,2.12,4828.0,2016,1768
Kepler-1603 b,Super Earth,Kepler-1603,1446,,2.21,Earth,2.27163926,Earth,1.29,8848.0,2016,1769
HD 20794 b,Super Earth,HD 20794,2277,G8 V,2.7,Earth,18.315,Earth,1.45,20.0,2011,1770
TOI-942 c,Neptune-like,TOI-942,3619,K2.5 V,2.5,Jupiter,10.156272,Jupiter,0.517,498.0,2020,1771
HAT-P-3 b,Gas Giant,HAT-P-3,3738,K,0.65,Jupiter,2.8997,Jupiter,0.94,439.0,2007,1772
HD 132563 b,Gas Giant,HD 132563,2335,F8,1.49,Jupiter,1544.0,Jupiter,1.21,343.0,2011,1773
K2-59 b,Neptune-like,K2-59,339,,6.39,Earth,20.6921,Jupiter,0.215,1016.0,2016,1774
Kepler-600 b,Neptune-like,Kepler-600,2604,,8.75,Earth,23.67517607,Jupiter,0.259,2022.0,2016,1775
Kepler-1273 b,Neptune-like,Kepler-1273,2157,,6.76,Earth,28.625653,Jupiter,0.222,3635.0,2016,1776
Kepler-1669 c,Super Earth,Kepler-1669,540,,4.27,Earth,1.60932005,Earth,1.901,1773.0,2021,1777
HD 5608 b,Gas Giant,HD 5608,2306,K0 IV,1.681,Jupiter,768.7,Jupiter,1.2,190.0,2012,1778
HD 18599 b,Neptune-like,HD 18599,1327,K2 V,24.1,Earth,4.1374354,Jupiter,0.232,126.0,2022,1779
HAT-P-49 b,Gas Giant,HAT-P-49,736,,2.2,Jupiter,2.69155,Jupiter,1.59,1143.0,2014,1780
Gl 378 b,Neptune-like,Gl 378,3933,M1,13.02,Earth,3.822,Jupiter,0.327,49.0,2019,1781
Kepler-1871 b,Neptune-like,Kepler-1871,75,,6.44,Earth,1.95270002,Jupiter,0.216,2788.0,2021,1782
Kepler-50 c,Neptune-like,Kepler-50,1992,,8.2,Earth,9.37647,Earth,2.17,816.0,2012,1783
Kepler-1024 b,Neptune-like,Kepler-1024,791,,14.5,Earth,66.4162133,Jupiter,0.349,3547.0,2016,1784
GJ 3138 d,Neptune-like,GJ 3138,673,M0,10.5,Earth,257.8,Jupiter,0.288,93.0,2017,1785
HD 160691 b,Gas Giant,HD 160691,964,G3 IV-V,4.3,Jupiter,645.0,,,51.0,2000,1786
HD 47186 c,Gas Giant,HD 47186,158,G6 V,0.35061,Jupiter,1353.6,Jupiter,1.16,122.0,2008,1787
Kepler-91 b,Gas Giant,Kepler-91,865,K3,0.81,Jupiter,6.24658,Jupiter,1.367,4223.0,2013,1788
Kepler-33 b,Super Earth,Kepler-33,1497,,3.68,Earth,5.66793,Earth,1.74,3944.0,2011,1789
Kepler-1704 b,Gas Giant,Kepler-1704,2231,,4.16,Jupiter,988.88112,Jupiter,1.066,2725.0,2013,1790
Kepler-359 d,Neptune-like,Kepler-359,1731,,2.7,Earth,77.095691,Jupiter,0.358,4708.0,2014,1791
Kepler-1066 b,Neptune-like,Kepler-1066,2162,,6.17,Earth,1.93155984,Jupiter,0.211,1123.0,2016,1792
Kepler-808 b,Super Earth,Kepler-808,49,,2.73,Earth,0.63133235,Earth,1.46,1047.0,2016,1793
KMT-2020-BLG-0414L b,Terrestrial,KMT-2020-BLG-0414L,3572,,0.96,Earth,,Earth,0.997,2610.0,2021,1794
Kepler-1661 b,Neptune-like,Kepler-1661,3455,K,17.0,Earth,175.06,Jupiter,0.345,1339.0,2020,1795
HD 99109 b,Gas Giant,HD 99109,3106,G8/K0 IV,0.44,Jupiter,439.29999,Jupiter,1.28,179.0,2005,1796
Kepler-1207 b,Super Earth,Kepler-1207,1794,,3.26,Earth,13.68237119,Earth,1.62,5722.0,2016,1797
Kepler-434 b,Gas Giant,Kepler-434,1862,,2.86,Jupiter,12.8747099,Jupiter,1.13,3988.0,2015,1798
K2-203 b,Super Earth,K2-203,2326,,2.45,Earth,9.6952,Earth,1.371,542.0,2018,1799
Kepler-1676 b,Neptune-like,Kepler-1676,1199,,11.3,Earth,29.9221,Jupiter,0.301,,2020,1800
BD-10 3166 b,Gas Giant,BD-10 3166,372,K0 V,0.59,Jupiter,3.48777,Jupiter,1.26,275.0,2000,1801
TOI-640 b,Gas Giant,TOI-640,982,,0.88,Jupiter,5.0037775,Jupiter,1.771,1116.0,2021,1802
WASP-58 b,Gas Giant,WASP-58,600,G2 V,0.97,Jupiter,5.01718,Jupiter,1.43,947.0,2012,1803
HD 13167 b,Gas Giant,HD 13167,1774,G3 V,3.31,Jupiter,2613.0,Jupiter,1.17,486.0,2018,1804
K2-173 b,Super Earth,K2-173,2458,,3.22,Earth,5.868699,Earth,1.608,746.0,2018,1805
Kepler-1319 b,Super Earth,Kepler-1319,3218,,2.36,Earth,2.88676264,Earth,1.34,339.0,2016,1806
TOI-969 b,Neptune-like,TOI-969,3479,K V,9.1,Earth,1.8237305,Jupiter,0.247,252.0,2022,1807
HD 92788 b,Gas Giant,HD 92788,1713,G6 V,3.76,Jupiter,325.803,Jupiter,1.16,113.0,2000,1808
CoRoT-2 b,Gas Giant,CoRoT-2,3903,,3.47,Jupiter,1.7429935,Jupiter,1.466,696.0,2008,1809
OGLE-2018-BLG-1700L b,Gas Giant,OGLE-2018-BLG-1700L,2783,,4.4,Jupiter,,Jupiter,1.15,24791.0,2020,1810
TOI-2406 b,Neptune-like,TOI-2406,3526,,8.96,Earth,3.0766891,Jupiter,0.262,181.0,2021,1811
EPIC 206024342 d,Neptune-like,EPIC 206024342,189,,7.27,Earth,14.647531,Jupiter,0.232,1207.0,2021,1812
Kepler-260 c,Super Earth,Kepler-260,2518,,3.68,Earth,76.050178,Earth,1.74,2046.0,2014,1813
Kepler-351 b,Neptune-like,Kepler-351,392,,4.8,Earth,37.054919,Jupiter,0.273,3536.0,2014,1814
GJ 180 c,Neptune-like,GJ 180,2147,M2 V,6.4,Earth,24.329,Jupiter,0.215,39.0,2014,1815
HD 208897 b,Gas Giant,HD 208897,910,K0,1.4,Jupiter,358.27,Jupiter,1.21,220.0,2017,1816
HAT-P-26 b,Neptune-like,HAT-P-26,767,K1,22.2481,Earth,4.23452,Jupiter,0.63,463.0,2010,1817
WASP-177 b,Gas Giant,WASP-177,1654,K2,0.508,Jupiter,3.071722,Jupiter,1.58,577.0,2019,1818
HD 213885 c,Neptune-like,HD 213885,1237,G,19.95,Earth,4.78503,Jupiter,0.42,157.0,2019,1819
TOI-172 b,Gas Giant,TOI-172,2332,,5.42,Jupiter,9.47725,Jupiter,0.965,1118.0,2019,1820
Kepler-95 b,Neptune-like,Kepler-95,3144,,13.0,Earth,11.5231,Jupiter,0.305,1454.0,2014,1821
HD 212301 b,Gas Giant,HD 212301,1468,F8 V,0.51,Jupiter,2.24571,Jupiter,1.27,177.0,2005,1822
KELT-12 b,Gas Giant,KELT-12,1621,,0.95,Jupiter,5.031623,Jupiter,1.78,1201.0,2017,1823
KIC 3558849 b,Neptune-like,KIC 3558849,689,,38.1,Earth,1322.3,Jupiter,0.616,3966.0,2015,1824
Kepler-865 b,Neptune-like,Kepler-865,3655,,6.76,Earth,14.16399294,Jupiter,0.222,1912.0,2016,1825
Kepler-60 b,Super Earth,Kepler-60,693,,4.19,Earth,7.1334,Earth,1.71,3344.0,2012,1826
GJ 422 b,Neptune-like,GJ 422,492,M3.5 V,11.07,Earth,20.129,Jupiter,0.297,41.0,2014,1827
KOI-7913 b,Neptune-like,KOI-7913 A,1148,K6 V,6.08,Earth,24.278553,Jupiter,0.209,885.0,2022,1828
Kepler-708 b,Neptune-like,Kepler-708,184,,8.91,Earth,3.16789194,Jupiter,0.261,4548.0,2016,1829
K2-250 b,Neptune-like,K2-250,2383,,6.53,Earth,4.01392,Jupiter,0.218,1353.0,2018,1830
HD 80869 b,Gas Giant,HD 80869,376,G5,5.65664,Jupiter,1752.92067,Jupiter,1.14,279.0,2021,1831
Kepler-355 c,Neptune-like,Kepler-355,163,,7.8,Earth,25.762294,Jupiter,0.242,4672.0,2014,1832
Kepler-159 c,Neptune-like,Kepler-159,3767,M0 V,11.5,Earth,43.595792,Jupiter,0.304,1219.0,2014,1833
Kepler-1613 b,Super Earth,Kepler-1613,3832,,4.98,Earth,1.5184299,Earth,2.08,4920.0,2016,1834
GJ 357 b,Super Earth,GJ 357,858,M2.5 V,1.84,Earth,3.9306,Earth,1.217,31.0,2019,1835
Kepler-643 b,Gas Giant,Kepler-643,3635,,1.01,Jupiter,16.33889626,Jupiter,0.906,3469.0,2016,1836
Kepler-274 c,Super Earth,Kepler-274,1994,,4.04,Earth,33.197861,Earth,1.84,4350.0,2014,1837
Kepler-1352 b,Terrestrial,Kepler-1352,3762,,0.64,Earth,1.87788275,Earth,0.89,2188.0,2016,1838
Kepler-441 b,Super Earth,Kepler-441,1456,,3.33,Earth,207.2482,Earth,1.64,874.0,2015,1839
Kepler-245 c,Super Earth,Kepler-245,1800,,0.71,Jupiter,17.460812,Earth,2.18,2810.0,2014,1840
WASP-19 b,Gas Giant,WASP-19,253,G8 V,1.154,Jupiter,0.78883852,Jupiter,1.415,875.0,2009,1841
Kepler-341 c,Super Earth,Kepler-341,3225,,3.53,Earth,8.01041,Earth,1.7,3415.0,2014,1842
K2-77 b,Neptune-like,K2-77,3152,,1.9,Jupiter,8.2000844,Jupiter,0.205,462.0,2016,1843
Kepler-1164 b,Super Earth,Kepler-1164,3922,,1.46,Earth,3.97599768,Earth,1.12,1408.0,2016,1844
HD 93963 A b,Super Earth,HD 93963 A,1846,G0 V,7.8,Earth,1.0376109,Earth,1.35,269.0,2022,1845
K2-185 b,Super Earth,K2-185,2276,,1.6,Earth,10.616384,Earth,1.15,875.0,2018,1846
Kepler-291 b,Neptune-like,Kepler-291,1158,,5.31,Earth,3.546511,Earth,2.16,5827.0,2014,1847
Kepler-1331 b,Super Earth,Kepler-1331,1104,,1.16,Earth,0.78916165,Earth,1.05,1041.0,2016,1848
HD 1605 c,Gas Giant,HD 1605,584,K1 IV,3.62,Jupiter,2149.0,Jupiter,1.16,290.0,2015,1849
K2-278 b,Neptune-like,K2-278,3070,,9.17,Earth,3.334966,Jupiter,0.266,2565.0,2018,1850
Kepler-47 d,Neptune-like,Kepler-47,3476,,19.02,Earth,187.366,Jupiter,0.628,3344.0,2019,1851
HD 75289 b,Gas Giant,HD 75289,117,G0,0.49,Jupiter,3.50927,Jupiter,1.27,95.0,1999,1852
HD 81817 c,Gas Giant,HD 81817,84,K3 III,22.59251,Jupiter,622.97802,Jupiter,1.07,878.0,2022,1853
GJ 676 A d,Super Earth,GJ 676 A,1102,M0 V,3.79832,Earth,3.60076,Earth,1.77,52.0,2012,1854
Kepler-32 b,Gas Giant,Kepler-32,1432,M1 V,4.1,Jupiter,5.90124,Earth,2.2,1056.0,2011,1855
K2-34 b,Gas Giant,K2-34,1421,F,1.698,Jupiter,2.9956348,Jupiter,1.227,1137.0,2016,1856
OGLE-2007-BLG-368L b,Neptune-like,OGLE-2007-BLG-368L,2307,,20.0,Earth,,Jupiter,0.421,19246.0,2009,1857
Kepler-876 b,Super Earth,Kepler-876,924,,2.63,Earth,5.14438011,Earth,1.43,2678.0,2016,1858
Kepler-1102 b,Neptune-like,Kepler-1102,3186,,7.56,Earth,51.3285623,Jupiter,0.237,4065.0,2016,1859
WASP-47 b,Gas Giant,WASP-47,125,,1.14401,Jupiter,4.159151,Jupiter,1.128,864.0,2012,1860
Kepler-603 b,Neptune-like,Kepler-603,134,,7.51,Earth,21.05358596,Jupiter,0.236,5022.0,2016,1861
HD 88072 b,Gas Giant,HD 88072,3378,,8.07325,Jupiter,18538.79293,Jupiter,1.12,117.0,2022,1862
Kepler-774 b,Neptune-like,Kepler-774,574,,10.2,Earth,11.0895723,Jupiter,0.283,2994.0,2016,1863
TOI-532 b,Gas Giant,TOI-532,1477,,0.1935,Jupiter,2.3266508,Jupiter,0.519,441.0,2021,1864
Kepler-751 b,Neptune-like,Kepler-751,3510,,6.62,Earth,17.44490636,Jupiter,0.219,2481.0,2016,1865
Kepler-364 b,Super Earth,Kepler-364,2030,,3.02,Earth,25.745718,Earth,1.55,2908.0,2014,1866
Kepler-855 b,Gas Giant,Kepler-855,2080,,0.166,Jupiter,7.8866311,Jupiter,0.745,4914.0,2016,1867
Kepler-820 b,Neptune-like,Kepler-820,2678,,30.8,Earth,127.8338098,Jupiter,0.543,4525.0,2016,1868
Kepler-701 b,Neptune-like,Kepler-701,1126,,8.45,Earth,10.35533177,Jupiter,0.253,2525.0,2016,1869
Kepler-353 c,Super Earth,Kepler-353,1309,,2.48,Earth,8.410894,Earth,1.38,1255.0,2014,1870
K2-55 b,Neptune-like,K2-55,916,,14.0,Earth,2.849258,Jupiter,0.341,520.0,2016,1871
Kepler-1938 b,Super Earth,Kepler-1938,1457,,4.0,Earth,13.06260014,Earth,1.828,1374.0,2021,1872
Kepler-129 c,Gas Giant,Kepler-129,1706,G4 V,0.13529,Jupiter,82.2,Jupiter,0.225,1334.0,2014,1873
K2-322 b,Super Earth,K2-322,4,,4.35,Earth,8.205,Earth,1.92,403.0,2020,1874
Kepler-1458 b,Neptune-like,Kepler-1458,2843,,8.05,Earth,47.9872764,Jupiter,0.246,1776.0,2016,1875
Kepler-303 c,Super Earth,Kepler-303,2325,M0 V,1.55,Earth,7.061149,Earth,1.14,684.0,2014,1876
Kepler-83 d,Super Earth,Kepler-83,2188,M0 V,24.6,Earth,5.169796,Earth,1.94,1306.0,2014,1877
HD 168443 b,Gas Giant,HD 168443,3050,G5,7.6231,Jupiter,58.11187,Jupiter,1.13,129.0,1998,1878
GJ 15 A b,Super Earth,GJ 15 A,1380,M1,3.03,Earth,11.4407,Earth,1.55,12.0,2014,1879
GJ 676 A e,Neptune-like,GJ 676 A,1102,M0 V,6.69167,Earth,35.47358,Jupiter,0.221,52.0,2012,1880
Kepler-731 b,Gas Giant,Kepler-731,1037,,,,3.85560355,Jupiter,1.238,4101.0,2016,1881
WASP-73 b,Gas Giant,WASP-73,2366,F9,2.86,Jupiter,4.08722,Jupiter,1.42,1033.0,2014,1882
Kepler-678 b,Neptune-like,Kepler-678,502,,23.1,Earth,7.27503724,Jupiter,0.459,5957.0,2016,1883
Kepler-1685 b,Neptune-like,Kepler-1685,1265,,7.16,Earth,20.4905,Jupiter,0.23,3725.0,2020,1884
Kepler-1890 b,Terrestrial,Kepler-1890,1765,,0.587,Earth,4.82059002,Earth,0.869,1728.0,2021,1885
TOI-431 b,Super Earth,TOI-431,1349,,3.07,Earth,0.490047,Earth,1.28,106.0,2021,1886
Kepler-1826 b,Super Earth,Kepler-1826,3206,,2.78,Earth,1.61536002,Earth,1.475,1099.0,2021,1887
Kepler-1907 c,Super Earth,Kepler-1907,3287,,1.63,Earth,14.86390018,Earth,1.155,953.0,2021,1888
Kepler-609 b,Neptune-like,Kepler-609,22,,11.2,Earth,6.52121067,Jupiter,0.299,3477.0,2016,1889
Kepler-132 e,Super Earth,Kepler-132,2991,,1.76,Earth,110.2869374,Earth,1.18,1140.0,2016,1890
Kepler-398 d,Terrestrial,Kepler-398,1427,,0.615,Earth,6.83437001,Earth,0.88,579.0,2016,1891
Kepler-241 c,Neptune-like,Kepler-241,1249,,7.13,Earth,36.065978,Jupiter,0.229,1670.0,2014,1892
HD 110113 c,Neptune-like,HD 110113,218,G,10.5,Earth,6.744,Jupiter,0.288,347.0,2021,1893
HD 216437 b,Gas Giant,HD 216437,974,G1 V,2.223,Jupiter,1359.0,Jupiter,1.19,87.0,2002,1894
Kepler-1364 b,Neptune-like,Kepler-1364,2081,,5.27,Earth,13.32196237,Earth,2.15,3448.0,2016,1895
Kepler-1783 b,Super Earth,Kepler-1783,1013,,2.3,Earth,8.27744007,Earth,1.319,861.0,2021,1896
Kepler-799 b,Neptune-like,Kepler-799,1608,,37.9,Earth,133.4605235,Jupiter,0.614,4923.0,2016,1897
Kepler-164 b,Super Earth,Kepler-164,1435,,2.57,Earth,5.03503,Earth,1.41,2906.0,2014,1898
GJ 3082 b,Neptune-like,GJ 3082,2525,M4,8.2,Earth,11.949,Jupiter,0.249,54.0,2020,1899
Kepler-886 b,Super Earth,Kepler-886,2640,,2.92,Earth,6.24146367,Earth,1.52,2320.0,2016,1900
K2-171 b,Neptune-like,K2-171,2051,,7.69,Earth,5.628466,Jupiter,0.24,1977.0,2018,1901
HD 97048 b,Gas Giant,HD 97048,1253,Be9.5/AO,2.5,Jupiter,,Jupiter,1.18,600.0,2019,1902
Kepler-1003 b,Super Earth,Kepler-1003,2790,,3.82,Earth,3.55485692,Earth,1.78,3072.0,2016,1903
HD 177565 b,Neptune-like,HD 177565,2038,G8V,15.1,Earth,44.505,Jupiter,0.357,55.0,2017,1904
Kepler-489 b,Gas Giant,Kepler-489,223,,0.145,Jupiter,17.27629612,Jupiter,0.689,1206.0,2016,1905
HD 141399 c,Gas Giant,HD 141399,1257,K0,1.33,Jupiter,201.99,Jupiter,1.22,121.0,2014,1906
Kepler-167 d,Super Earth,Kepler-167,289,K4,2.06,Earth,21.80379,Earth,1.238,1115.0,2016,1907
Kepler-1095 b,Super Earth,Kepler-1095,3451,,1.92,Earth,4.27103091,Earth,1.21,2585.0,2016,1908
Kepler-923 b,Super Earth,Kepler-923,3540,,2.48,Earth,6.93366476,Earth,1.38,3263.0,2016,1909
